2026-02-12 17:51:32 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster1: score=0.269, capacity=0, latency=119ms
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:schedule_service:198 | Scheduling service 'checkoutservice' with 1 replicas
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:collect_scores:139 | Collecting scores for service 'checkoutservice' from all clusters...
2026-02-12 17:52:04 | INFO     | src.level2.predictor:predict:166 | Prediction: current=0.9 req/s, derivative=-0.0001, predicted=0.8 req/s (+300s)
2026-02-12 17:52:04 | INFO     | __main__:periodic_check_thread:570 | 📊 recommendationservice: 0.9 req/s (predicted: 0.8) | Replicas: 2
2026-02-12 17:52:04 | INFO     | __main__:periodic_check_thread:598 | ℹ️  recommendationservice LOW traffic (0.9 < 10)
2026-02-12 17:52:04 | INFO     | __main__:worker_thread:694 | 👷 Worker 0: recommendationservice
2026-02-12 17:52:04 | INFO     | __main__:process_event:508 | 🔄 Processing: scale_down recommendationservice
2026-02-12 17:52:04 | INFO     | __main__:schedule_service:312 | 
======================================================================
2026-02-12 17:52:04 | INFO     | __main__:schedule_service:313 | Scheduling recommendationservice (reason: traffic_low_1rps)
2026-02-12 17:52:04 | INFO     | __main__:schedule_service:314 | ======================================================================
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster2: score=0.251, capacity=0, latency=122ms
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster1: score=0.269, capacity=0, latency=123ms
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster3: score=0.231, capacity=0, latency=123ms
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:collect_scores:177 | Collected 3/3 bids
2026-02-12 17:52:04 | INFO     | src.level1.winner_determination:allocate:60 | Allocating 1 replicas among 3 clusters
2026-02-12 17:52:04 | WARNING  | src.level1.winner_determination:allocate:111 | ⚠️  Could not allocate 1 replicas
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:schedule_service:215 | Scheduling completed in 124ms (collection=124ms, winner_det=0ms)
2026-02-12 17:52:04 | ERROR    | src.level1.dmos_scheduler:schedule_service:228 | ❌ Failed to satisfy demand (1 replicas)
2026-02-12 17:52:04 | ERROR    | __main__:schedule_service:356 | ❌ Scheduling failed
2026-02-12 17:52:04 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 3441 bytes/s → 0.9 req/s
2026-02-12 17:52:04 | INFO     | __main__:schedule_service:336 | Current traffic: 0.9 req/s (prev=1.0, stable=False)
2026-02-12 17:52:04 | INFO     | __main__:schedule_service:347 | Total replicas needed: 1
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:schedule_service:198 | Scheduling service 'recommendationservice' with 1 replicas
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:collect_scores:139 | Collecting scores for service 'recommendationservice' from all clusters...
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster1: score=0.269, capacity=0, latency=120ms
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster2: score=0.251, capacity=0, latency=119ms
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster3: score=0.231, capacity=0, latency=129ms
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:collect_scores:177 | Collected 3/3 bids
2026-02-12 17:52:04 | INFO     | src.level1.winner_determination:allocate:60 | Allocating 1 replicas among 3 clusters
2026-02-12 17:52:04 | WARNING  | src.level1.winner_determination:allocate:111 | ⚠️  Could not allocate 1 replicas
2026-02-12 17:52:04 | INFO     | src.level1.dmos_scheduler:schedule_service:215 | Scheduling completed in 132ms (collection=132ms, winner_det=0ms)
2026-02-12 17:52:04 | ERROR    | src.level1.dmos_scheduler:schedule_service:228 | ❌ Failed to satisfy demand (1 replicas)
2026-02-12 17:52:04 | ERROR    | __main__:schedule_service:356 | ❌ Scheduling failed
2026-02-12 17:52:34 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 11214 bytes/s → 2.8 req/s
2026-02-12 17:52:34 | INFO     | src.level2.predictor:predict:166 | Prediction: current=2.8 req/s, derivative=0.0032, predicted=3.1 req/s (+300s)
2026-02-12 17:52:34 | INFO     | __main__:periodic_check_thread:570 | 📊 frontend: 2.8 req/s (predicted: 3.1) | Replicas: 4
2026-02-12 17:52:34 | INFO     | __main__:periodic_check_thread:598 | ℹ️  frontend LOW traffic (3.1 < 10)
2026-02-12 17:52:34 | INFO     | __main__:worker_thread:694 | 👷 Worker 0: frontend
2026-02-12 17:52:34 | INFO     | __main__:process_event:508 | 🔄 Processing: scale_down frontend
2026-02-12 17:52:34 | INFO     | __main__:schedule_service:312 | 
======================================================================
2026-02-12 17:52:34 | INFO     | __main__:schedule_service:313 | Scheduling frontend (reason: traffic_low_3rps)
2026-02-12 17:52:34 | INFO     | __main__:schedule_service:314 | ======================================================================
2026-02-12 17:52:35 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 1491 bytes/s → 0.4 req/s
2026-02-12 17:52:35 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 11222 bytes/s → 2.8 req/s
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:336 | Current traffic: 2.8 req/s (prev=2.2, stable=False)
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:347 | Total replicas needed: 2
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:schedule_service:198 | Scheduling service 'frontend' with 2 replicas
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:collect_scores:139 | Collecting scores for service 'frontend' from all clusters...
2026-02-12 17:52:35 | INFO     | src.level2.predictor:predict:166 | Prediction: current=0.4 req/s, derivative=0.0001, predicted=0.4 req/s (+300s)
2026-02-12 17:52:35 | INFO     | __main__:periodic_check_thread:570 | 📊 cartservice: 0.4 req/s (predicted: 0.4) | Replicas: 2
2026-02-12 17:52:35 | INFO     | __main__:periodic_check_thread:598 | ℹ️  cartservice LOW traffic (0.4 < 10)
2026-02-12 17:52:35 | INFO     | __main__:worker_thread:694 | 👷 Worker 2: cartservice
2026-02-12 17:52:35 | INFO     | __main__:process_event:508 | 🔄 Processing: scale_down cartservice
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:312 | 
======================================================================
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:313 | Scheduling cartservice (reason: traffic_low_0rps)
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:314 | ======================================================================
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster1: score=0.268, capacity=0, latency=123ms
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster2: score=0.251, capacity=0, latency=123ms
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster3: score=0.231, capacity=0, latency=140ms
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:collect_scores:177 | Collected 3/3 bids
2026-02-12 17:52:35 | INFO     | src.level1.winner_determination:allocate:60 | Allocating 2 replicas among 3 clusters
2026-02-12 17:52:35 | WARNING  | src.level1.winner_determination:allocate:111 | ⚠️  Could not allocate 2 replicas
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:schedule_service:215 | Scheduling completed in 143ms (collection=143ms, winner_det=0ms)
2026-02-12 17:52:35 | ERROR    | src.level1.dmos_scheduler:schedule_service:228 | ❌ Failed to satisfy demand (2 replicas)
2026-02-12 17:52:35 | ERROR    | __main__:schedule_service:356 | ❌ Scheduling failed
2026-02-12 17:52:35 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 5413 bytes/s → 1.4 req/s
2026-02-12 17:52:35 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 1489 bytes/s → 0.4 req/s
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:336 | Current traffic: 0.4 req/s (prev=0.4, stable=True)
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:347 | Total replicas needed: 1
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:schedule_service:198 | Scheduling service 'cartservice' with 1 replicas
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:collect_scores:139 | Collecting scores for service 'cartservice' from all clusters...
2026-02-12 17:52:35 | INFO     | src.level2.predictor:predict:166 | Prediction: current=1.4 req/s, derivative=0.0009, predicted=1.4 req/s (+300s)
2026-02-12 17:52:35 | INFO     | __main__:periodic_check_thread:570 | 📊 productcatalogservice: 1.4 req/s (predicted: 1.4) | Replicas: 10
2026-02-12 17:52:35 | INFO     | __main__:periodic_check_thread:598 | ℹ️  productcatalogservice LOW traffic (1.4 < 10)
2026-02-12 17:52:35 | INFO     | __main__:worker_thread:694 | 👷 Worker 1: productcatalogservice
2026-02-12 17:52:35 | INFO     | __main__:process_event:508 | 🔄 Processing: scale_down productcatalogservice
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:312 | 
======================================================================
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:313 | Scheduling productcatalogservice (reason: traffic_low_1rps)
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:314 | ======================================================================
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster1: score=0.269, capacity=0, latency=130ms
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster2: score=0.251, capacity=0, latency=130ms
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster3: score=0.231, capacity=0, latency=131ms
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:collect_scores:177 | Collected 3/3 bids
2026-02-12 17:52:35 | INFO     | src.level1.winner_determination:allocate:60 | Allocating 1 replicas among 3 clusters
2026-02-12 17:52:35 | WARNING  | src.level1.winner_determination:allocate:111 | ⚠️  Could not allocate 1 replicas
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:schedule_service:215 | Scheduling completed in 133ms (collection=133ms, winner_det=0ms)
2026-02-12 17:52:35 | ERROR    | src.level1.dmos_scheduler:schedule_service:228 | ❌ Failed to satisfy demand (1 replicas)
2026-02-12 17:52:35 | ERROR    | __main__:schedule_service:356 | ❌ Scheduling failed
2026-02-12 17:52:35 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 5414 bytes/s → 1.4 req/s
2026-02-12 17:52:35 | INFO     | src.metrics.prometheus_client:get_request_rate:192 | ✅ Traffic from network: 1965 bytes/s → 0.5 req/s
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:336 | Current traffic: 1.4 req/s (prev=1.4, stable=True)
2026-02-12 17:52:35 | INFO     | __main__:schedule_service:347 | Total replicas needed: 1
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:schedule_service:198 | Scheduling service 'productcatalogservice' with 1 replicas
2026-02-12 17:52:35 | INFO     | src.level1.dmos_scheduler:collect_scores:139 | Collecting scores for service 'productcatalogservice' from all clusters...
2026-02-12 17:52:36 | INFO     | src.level2.predictor:predict:166 | Prediction: current=0.5 req/s, derivative=0.0002, predicted=0.5 req/s (+300s)
2026-02-12 17:52:36 | INFO     | __main__:periodic_check_thread:570 | 📊 checkoutservice: 0.5 req/s (predicted: 0.5) | Replicas: 8
2026-02-12 17:52:36 | INFO     | __main__:periodic_check_thread:598 | ℹ️  checkoutservice LOW traffic (0.5 < 10)
2026-02-12 17:52:36 | INFO     | __main__:worker_thread:694 | 👷 Worker 0: checkoutservice
2026-02-12 17:52:36 | INFO     | __main__:process_event:508 | 🔄 Processing: scale_down checkoutservice
2026-02-12 17:52:36 | INFO     | __main__:schedule_service:312 | 
======================================================================
2026-02-12 17:52:36 | INFO     | __main__:schedule_service:313 | Scheduling checkoutservice (reason: traffic_low_1rps)
2026-02-12 17:52:36 | INFO     | __main__:schedule_service:314 | ======================================================================
2026-02-12 17:52:36 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster2: score=0.251, capacity=0, latency=122ms
2026-02-12 17:52:36 | INFO     | src.level1.dmos_scheduler:_query_estimator:112 | Query cluster1: score=0.269, capacity=0, latency=124ms
